comparison	n	r	p	spearman_rho	spearman_p	target	family	roi	roi_safe	quantity	behavior_variable	q_fdr_roi_behavior_corr
expl_hypothalamus:down_minus_passive~passive_mean_rating_raw	33	0.022119018315369082	0.9027568928297364	0.07219251336898397	0.6897124203111333	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	passive_mean_rating_raw	0.9768670890279737
expl_hypothalamus:down_minus_passive~passive_sensory_slope_z	33	0.0821097251927706	0.6496377466617402	0.04679144385026738	0.7959642889922955	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	passive_sensory_slope_z	0.94359260538604
expl_hypothalamus:down_minus_passive~passive_withinrun_slope_z	33	-0.14906649905862232	0.4077021458630726	-0.004344919786096257	0.9808547396196755	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	passive_withinrun_slope_z	0.8445258735735074
expl_hypothalamus:down_minus_passive~passive_acrossrun_slope_z	33	-0.1226852299968699	0.49639391049414266	-0.14237967914438504	0.4292877733384498	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	passive_acrossrun_slope_z	0.8942876189151748
expl_hypothalamus:down_minus_passive~success_asymmetry_z_up_minus_down	33	-0.104198758738247	0.5638916698945561	-0.1768048128342246	0.32497454582472607	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	success_asymmetry_z_up_minus_down	0.9170538087024388
expl_hypothalamus:down_minus_passive~success_asymmetry_raw_up_minus_down	33	-0.1300952977356813	0.47054055041245835	-0.161096256684492	0.37045884125115935	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	success_asymmetry_raw_up_minus_down	0.8826800064293985
expl_hypothalamus:down_minus_passive~mean_reg_success_z	33	-0.4258945971809516	0.013465935385830248	-0.38268716577540113	0.027946195288041115	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	mean_reg_success_z	0.3395757619035454
expl_hypothalamus:down_minus_passive~mean_reg_success_raw	33	-0.40993151521199955	0.017823481567816074	-0.36764705882352944	0.035301036108863204	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	mean_reg_success_raw	0.4135047723733329
expl_hypothalamus:down_minus_passive~task_separation_prediction_error_z_up_minus_down	33	-0.42589459718095163	0.013465935385830248	-0.38268716577540113	0.027946195288041115	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	task_separation_prediction_error_z_up_minus_down	0.3395757619035454
expl_hypothalamus:down_minus_passive~task_separation_rating_z_up_minus_down	33	-0.4158937158044371	0.016075689491939382	-0.35895721925133695	0.040220213643020246	sensory_S1_S2_thalamus	sensory	expl_hypothalamus	expl_hypothalamus	down_minus_passive	task_separation_rating_z_up_minus_down	0.38849582938853505
