comparison	n	r	p	spearman_rho	spearman_p	target	family	roi	roi_safe	quantity	behavior_variable	q_fdr_roi_behavior_corr
reg_vmPFC:regulation_mean_minus_passive~rating_raw_down	33	-0.02483379119422279	0.8908889024424024	-0.06985294117647059	0.699293354344076	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	rating_raw_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~rating_raw_up	33	-0.11199695567753998	0.5349133280074732	-0.205548128342246	0.2511501380265316	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	rating_raw_up	0.9879815718969434
reg_vmPFC:regulation_mean_minus_passive~rating_z_subject_down	33	-0.0354431882400425	0.8447540022377439	-0.00267379679144385	0.9882176333995196	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	rating_z_subject_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~rating_z_subject_up	33	-0.1885014368026331	0.29346083388495553	-0.2573529411764706	0.14821658381521285	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	rating_z_subject_up	0.9616230714874249
reg_vmPFC:regulation_mean_minus_passive~reg_success_raw_down	33	0.0752109164869039	0.677421267134837	0.04512032085561497	0.8031061703437151	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	reg_success_raw_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~reg_success_raw_up	33	-0.16674371675619704	0.3536921656555241	-0.24632352941176472	0.16701459487539558	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	reg_success_raw_up	0.9852455608204388
reg_vmPFC:regulation_mean_minus_passive~reg_success_z_down	33	0.08318459540715047	0.6453491692100184	0.1002673796791444	0.5787679823624801	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	reg_success_z_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~reg_success_z_up	33	-0.195196713489119	0.27633161156585523	-0.2850935828877006	0.10779901705379707	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	reg_success_z_up	0.9591028460403064
reg_vmPFC:regulation_mean_minus_passive~temperature_raw_down	33	-0.042481356994199006	0.814416001206418	-0.11139159858487586	0.5371370176961971	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	temperature_raw_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~temperature_raw_up	33	0.0805093614983991	0.6560434336656341	0.1299568650156885	0.4710169605991187	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	temperature_raw_up	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~temperature_z_subject_down	33	-0.024899225098646015	0.8906031256912301	-0.024547596195412236	0.8921389915199194	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	temperature_z_subject_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~temperature_z_subject_up	33	0.12336195961503015	0.49400336157683933	0.13435634211809866	0.4560008001387188	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	temperature_z_subject_up	0.9879815718969434
reg_vmPFC:regulation_mean_minus_passive~passive_mean_rating_z	33	0.2142636578862667	0.23116698004479622	0.37266042780748665	0.0326927518267651	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	passive_mean_rating_z	0.9591028460403064
reg_vmPFC:regulation_mean_minus_passive~passive_mean_rating_raw	33	0.008718160660675794	0.961595290537636	0.019719251336898398	0.9132651059631332	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	passive_mean_rating_raw	0.992071059092593
reg_vmPFC:regulation_mean_minus_passive~passive_sensory_slope_z	33	-0.20790107729423601	0.24564588386906092	-0.25935828877005346	0.14497096195081294	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	passive_sensory_slope_z	0.9591028460403064
reg_vmPFC:regulation_mean_minus_passive~passive_withinrun_slope_z	33	0.01751699830664192	0.9229211803868451	0.053810160427807494	0.7661517238575037	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	passive_withinrun_slope_z	0.992071059092593
reg_vmPFC:regulation_mean_minus_passive~passive_acrossrun_slope_z	33	-0.2901110138308875	0.10147587596469111	-0.3225267379679144	0.06715989681652246	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	passive_acrossrun_slope_z	0.9591028460403064
reg_vmPFC:regulation_mean_minus_passive~success_asymmetry_z_up_minus_down	33	-0.2257223644867203	0.2065694566660997	-0.3770053475935829	0.030561141742883647	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	success_asymmetry_z_up_minus_down	0.9591028460403064
reg_vmPFC:regulation_mean_minus_passive~success_asymmetry_raw_up_minus_down	33	-0.2034338971456108	0.256165214285501	-0.34358288770053474	0.0502663671994735	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	success_asymmetry_raw_up_minus_down	0.9591028460403064
reg_vmPFC:regulation_mean_minus_passive~mean_reg_success_z	33	-0.0794299752417398	0.6603774866761829	-0.143048128342246	0.42710199975129104	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	mean_reg_success_z	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~mean_reg_success_raw	33	-0.07022693950840225	0.6977586635915045	-0.11497326203208558	0.5240449377787748	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	mean_reg_success_raw	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~task_separation_prediction_error_z_up_minus_down	33	-0.07942997524173981	0.6603774866761829	-0.143048128342246	0.42710199975129104	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	task_separation_prediction_error_z_up_minus_down	0.9916183629323126
reg_vmPFC:regulation_mean_minus_passive~task_separation_rating_z_up_minus_down	33	-0.09492923127056756	0.5992431229338109	-0.18683155080213906	0.2978363025309883	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	task_separation_rating_z_up_minus_down	0.9879815718969434
reg_vmPFC:regulation_mean_minus_passive~task_separation_rating_raw_up_minus_down	33	-0.08480217594908354	0.6389163707689555	-0.17212566844919788	0.33814585655326235	value_vmPFC_mOFC	value	reg_vmPFC	reg_vmPFC	regulation_mean_minus_passive	task_separation_rating_raw_up_minus_down	0.9916183629323126
reg_vmPFC_mOFC:beta_passive~up_first	33	0.18820557957301334	0.2942330405906684	0.14009234472983567	0.4368137396711703	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	up_first	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~prediction_error_raw_down	33	-0.11986686221527136	0.5064125078262428	-0.20655080213903745	0.24879466507539116	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	prediction_error_raw_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~prediction_error_raw_up	33	0.08767734322906823	0.6275461452261053	0.06149732620320855	0.73387493109816	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	prediction_error_raw_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~prediction_error_z_down	33	-0.11984425205910997	0.5064932878789318	-0.196524064171123	0.27301436335652507	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	prediction_error_z_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~prediction_error_z_up	33	0.04381786571906887	0.808683366080673	0.011697860962566845	0.9484844405922175	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	prediction_error_z_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~rating_raw_down	33	-0.21020758640867815	0.24032889437342156	-0.19886363636363638	0.26723071307171153	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	rating_raw_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~rating_raw_up	33	-0.07680095336712414	0.6709789660828953	-0.0036764705882352945	0.983799744478463	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	rating_raw_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~rating_z_subject_down	33	-0.15117357763467698	0.40103008516391636	-0.2108957219251337	0.23875764424708873	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	rating_z_subject_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~rating_z_subject_up	33	0.043014372637846084	0.8121286075008773	0.05949197860962566	0.742254450552122	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	rating_z_subject_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~reg_success_raw_down	33	0.11986686221527136	0.5064125078262428	0.20655080213903745	0.24879466507539116	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	reg_success_raw_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~reg_success_raw_up	33	0.08767734322906823	0.6275461452261053	0.06149732620320855	0.73387493109816	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	reg_success_raw_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~reg_success_z_down	33	0.11984425205910997	0.5064932878789318	0.196524064171123	0.27301436335652507	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	reg_success_z_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~reg_success_z_up	33	0.04381786571906887	0.808683366080673	0.011697860962566845	0.9484844405922175	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	reg_success_z_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~temperature_raw_down	33	-0.02396794972643694	0.8946716434518812	-0.05569579929243793	0.7581961947014153	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	temperature_raw_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~temperature_raw_up	33	-0.22189377723348547	0.21457805360719398	-0.24134846360056436	0.1760287489398857	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	temperature_raw_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~temperature_z_subject_down	33	-0.013579739397282126	0.9402106818435477	0.08228630837335368	0.6489324424427669	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	temperature_z_subject_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~temperature_z_subject_up	33	-0.2611155327268574	0.14216970306322366	-0.0404625277421301	0.8230931400817304	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	temperature_z_subject_up	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~passive_mean_rating_z	33	0.09506241118080896	0.5987285202785552	0.04612299465240642	0.798819126593981	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	passive_mean_rating_z	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~passive_mean_rating_raw	33	-0.15967351347657144	0.37475557915628466	-0.16209893048128343	0.3674482773926785	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	passive_mean_rating_raw	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~passive_sensory_slope_z	33	-0.10005121960580389	0.5795909866563859	0.06851604278074867	0.7047887948411606	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	passive_sensory_slope_z	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~passive_withinrun_slope_z	33	0.09115595790210146	0.6139012784083809	0.0	1.0	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	passive_withinrun_slope_z	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~passive_acrossrun_slope_z	33	0.12852815462243286	0.475948552133976	0.14572192513368984	0.41842081934456576	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	passive_acrossrun_slope_z	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~success_asymmetry_z_up_minus_down	33	-0.05502757569380532	0.7610126994597762	-0.039438502673796796	0.8275024482622404	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	success_asymmetry_z_up_minus_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~success_asymmetry_raw_up_minus_down	33	-0.012247749953323134	0.9460662460272102	-0.02573529411764706	0.8869528699303689	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	success_asymmetry_raw_up_minus_down	0.9869036379420538
reg_vmPFC_mOFC:beta_passive~mean_reg_success_z	33	0.1028301232042691	0.5690506680705589	0.1607620320855615	0.3714655888832621	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	mean_reg_success_z	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~mean_reg_success_raw	33	0.12898924889069713	0.4743540228756488	0.18549465240641713	0.30136897535144624	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	mean_reg_success_raw	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~task_separation_prediction_error_z_up_minus_down	33	0.1028301232042691	0.5690506680705589	0.1607620320855615	0.3714655888832621	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	task_separation_prediction_error_z_up_minus_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~task_separation_rating_z_up_minus_down	33	0.11265074938840848	0.5325166823029966	0.17212566844919788	0.33814585655326235	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	task_separation_rating_z_up_minus_down	0.9864109618064815
reg_vmPFC_mOFC:beta_passive~task_separation_rating_raw_up_minus_down	33	0.1392711829995438	0.4395331029489073	0.2195855614973262	0.21950784159421885	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_passive	task_separation_rating_raw_up_minus_down	0.9864109618064815
reg_vmPFC_mOFC:beta_up~up_first	33	-0.04827100401679352	0.789654603770254	-0.03183916925678083	0.8603771577791979	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	up_first	0.9992532770788368
reg_vmPFC_mOFC:beta_up~prediction_error_raw_down	33	0.04083820091637784	0.8214768671135948	-0.03542780748663102	0.8448205578157595	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	prediction_error_raw_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~prediction_error_raw_up	33	-0.13778780204784707	0.4444688104912733	-0.22092245989304812	0.21664322095076466	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	prediction_error_raw_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~prediction_error_z_down	33	0.10373370318827277	0.5656422673917785	0.046457219251336904	0.7973913857238787	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	prediction_error_z_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~prediction_error_z_up	33	-0.2033955481350017	0.2562567864423105	-0.25868983957219255	0.14604703248639414	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	prediction_error_z_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~rating_raw_down	33	-0.20201311501962096	0.25957228229665086	-0.17179144385026737	0.3390989605625021	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	rating_raw_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~rating_raw_up	33	-0.3418595912150796	0.051507013125325386	-0.3218582887700535	0.0677610752656636	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	rating_raw_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~rating_z_subject_down	33	0.13742387854322863	0.44568428176261105	0.10394385026737968	0.564850908472895	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	rating_z_subject_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~rating_z_subject_up	33	-0.21864289376692056	0.22154319885321264	-0.26403743315508027	0.13759963980889336	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	rating_z_subject_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~reg_success_raw_down	33	-0.04083820091637784	0.8214768671135948	0.03542780748663102	0.8448205578157595	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	reg_success_raw_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~reg_success_raw_up	33	-0.13778780204784707	0.4444688104912733	-0.22092245989304812	0.21664322095076466	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	reg_success_raw_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~reg_success_z_down	33	-0.10373370318827277	0.5656422673917785	-0.046457219251336904	0.7973913857238787	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	reg_success_z_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~reg_success_z_up	33	-0.2033955481350017	0.2562567864423105	-0.25868983957219255	0.14604703248639414	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	reg_success_z_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~temperature_raw_down	33	0.010252442800567875	0.9548429157360349	-0.018565266430812643	0.9183234768541815	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	temperature_raw_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~temperature_raw_up	33	-0.030603790344525275	0.8657447200524873	-0.11139159858487586	0.5371370176961971	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	temperature_raw_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~temperature_z_subject_down	33	0.03158058779313462	0.8615001617750733	0.18185965632094134	0.311107727530845	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	temperature_z_subject_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~temperature_z_subject_up	33	-0.01307999801671086	0.9424072530664295	0.1372959274668859	0.446112054022902	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	temperature_z_subject_up	0.9992532770788368
reg_vmPFC_mOFC:beta_up~passive_mean_rating_z	33	0.08714820967534914	0.629632471137649	0.14538770053475936	0.4195005333060412	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	passive_mean_rating_z	0.9992532770788368
reg_vmPFC_mOFC:beta_up~passive_mean_rating_raw	33	-0.29869173526846265	0.09131816037072536	-0.26771390374331555	0.13200350710269393	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	passive_mean_rating_raw	0.9992532770788368
reg_vmPFC_mOFC:beta_up~passive_sensory_slope_z	33	-0.36707617977706647	0.03560845336328804	-0.19953208556149735	0.2655930649718847	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	passive_sensory_slope_z	0.9992532770788368
reg_vmPFC_mOFC:beta_up~passive_withinrun_slope_z	33	0.010099049966545592	0.9555178665253343	-0.022058823529411766	0.9030202861132655	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	passive_withinrun_slope_z	0.9992532770788368
reg_vmPFC_mOFC:beta_up~passive_acrossrun_slope_z	33	-0.16268454866583315	0.3656966613603189	-0.0554812834224599	0.7591000300292163	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	passive_acrossrun_slope_z	0.9992532770788368
reg_vmPFC_mOFC:beta_up~success_asymmetry_z_up_minus_down	33	-0.08990648689744876	0.6187880293598221	-0.1537433155080214	0.39297801242050523	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	success_asymmetry_z_up_minus_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~success_asymmetry_raw_up_minus_down	33	-0.09108699738838974	0.614170564754063	-0.17446524064171123	0.3315200011549877	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	success_asymmetry_raw_up_minus_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~mean_reg_success_z	33	-0.19961047435831686	0.2654014499227927	-0.1948529411764706	0.2771949906897657	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	mean_reg_success_z	0.9992532770788368
reg_vmPFC_mOFC:beta_up~mean_reg_success_raw	33	-0.1175078709759382	0.5148751352945425	-0.10360962566844921	0.566109748438977	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	mean_reg_success_raw	0.9992532770788368
reg_vmPFC_mOFC:beta_up~task_separation_prediction_error_z_up_minus_down	33	-0.19961047435831691	0.2654014499227927	-0.1948529411764706	0.2771949906897657	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	task_separation_prediction_error_z_up_minus_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~task_separation_rating_z_up_minus_down	33	-0.21210820326566904	0.2360059312902498	-0.22092245989304812	0.21664322095076466	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	task_separation_rating_z_up_minus_down	0.9992532770788368
reg_vmPFC_mOFC:beta_up~task_separation_rating_raw_up_minus_down	33	-0.1298660344816817	0.47132968734202796	-0.13836898395721925	0.44253145035519226	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_up	task_separation_rating_raw_up_minus_down	0.9992532770788368
reg_vmPFC_mOFC:beta_down~up_first	33	-0.0456900226642158	0.8006696472177959	-0.08914967391898634	0.6217557959370217	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	up_first	0.9614666571145374
reg_vmPFC_mOFC:beta_down~prediction_error_raw_down	33	-0.2175967098893053	0.22381706830786785	-0.05447860962566846	0.7633288007476038	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	prediction_error_raw_down	0.7945345180687589
reg_vmPFC_mOFC:beta_down~prediction_error_raw_up	33	-0.146254921936329	0.41670219281522336	-0.09358288770053476	0.6044560071231155	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	prediction_error_raw_up	0.8886854363208944
reg_vmPFC_mOFC:beta_down~prediction_error_z_down	33	-0.3414986406399144	0.051769929911914	-0.27038770053475936	0.12804016152888492	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	prediction_error_z_down	0.5009852334723672
reg_vmPFC_mOFC:beta_down~prediction_error_z_up	33	-0.18178230912673457	0.31131707330404085	-0.1607620320855615	0.3714655888832621	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	prediction_error_z_up	0.8690646790382126
reg_vmPFC_mOFC:beta_down~rating_raw_down	33	-0.06747041241427443	0.7090972000592992	-0.08255347593582889	0.6478658971996248	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	rating_raw_down	0.9540315397456439
reg_vmPFC_mOFC:beta_down~rating_raw_up	33	-0.048108191273313824	0.7903482958883382	-0.08422459893048129	0.6412103483753364	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	rating_raw_up	0.9568641788759459
reg_vmPFC_mOFC:beta_down~rating_z_subject_down	33	-0.30892994234719573	0.08023648176710259	-0.16510695187165778	0.35850390731731974	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	rating_z_subject_down	0.5474959932343472
reg_vmPFC_mOFC:beta_down~rating_z_subject_up	33	-0.15348241506892332	0.3937912482917743	-0.10494652406417114	0.5610820888748043	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	rating_z_subject_up	0.8886854363208944
reg_vmPFC_mOFC:beta_down~reg_success_raw_down	33	0.2175967098893053	0.22381706830786785	0.05447860962566846	0.7633288007476038	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	reg_success_raw_down	0.7945345180687589
reg_vmPFC_mOFC:beta_down~reg_success_raw_up	33	-0.146254921936329	0.41670219281522336	-0.09358288770053476	0.6044560071231155	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	reg_success_raw_up	0.8886854363208944
reg_vmPFC_mOFC:beta_down~reg_success_z_down	33	0.3414986406399144	0.051769929911914	0.27038770053475936	0.12804016152888492	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	reg_success_z_down	0.5009852334723672
reg_vmPFC_mOFC:beta_down~reg_success_z_up	33	-0.18178230912673457	0.31131707330404085	-0.1607620320855615	0.3714655888832621	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	reg_success_z_up	0.8690646790382126
reg_vmPFC_mOFC:beta_down~temperature_raw_down	33	-0.04774704250616025	0.7918875963111276	-0.11139159858487586	0.5371370176961971	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	temperature_raw_down	0.9568641788759459
reg_vmPFC_mOFC:beta_down~temperature_raw_up	33	-0.025209332208031864	0.889248944836352	-0.07426106572325057	0.6812805118089984	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	temperature_raw_up	0.9769132539604398
reg_vmPFC_mOFC:beta_down~temperature_z_subject_down	33	-0.0485879838450215	0.7883045108754182	0.001728703957423397	0.9923821311157015	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	temperature_z_subject_down	0.9568641788759459
reg_vmPFC_mOFC:beta_down~temperature_z_subject_up	33	-0.029331986838020775	0.8712766971271513	0.018502096018837268	0.9186004702281227	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	temperature_z_subject_up	0.9769132539604398
reg_vmPFC_mOFC:beta_down~passive_mean_rating_z	33	0.4276134780431967	0.013055371181891947	0.36330213903743314	0.037695786818266123	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	passive_mean_rating_z	0.341994468674926
